#,latitude,longitude,d_centre,accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,minimum_nights,number_of_reviews,instant_bookable,room_type,price
5695,52.35261249,4.861291284,3.926785339,2,1,1,1,1,1,3,15,Not Possible,Entire home/apt,129
5696,52.3751806,4.87313878,1.838378393,2,1,1,1,1,3,1,2,Not Possible,Entire home/apt,200
5697,52.38437194,4.911896984,1.023092658,4,1,1,1,2,1,2,16,Not Possible,Entire home/apt,100
5698,52.38873785,4.884372427,1.472814909,3,1,1,1,2,1,2,38,Not Possible,Entire home/apt,125
5699,52.36139435,4.862884117,3.171566848,2,1,1,1,2,1,2,24,Not Possible,Entire home/apt,120
5701,52.34422143,4.791622469,8.28392736,2,1,0,1,2,1,1,72,Not Possible,Entire home/apt,74
5702,52.37667106,4.860097225,2.682890892,2,1,1,1,1,1,3,4,Not Possible,Entire home/apt,99
5703,52.35665075,4.901158563,2.507306609,2,1,1,1,1,1,2,14,Not Possible,Entire home/apt,110
5704,52.36208941,4.933475613,2.991005528,6,1,4,1,1,1,10,13,Not Possible,Entire home/apt,210
5705,52.39311179,4.927560599,2.456348438,3,1,1,1,1,1,3,16,Not Possible,Entire home/apt,75
5706,52.35334876,4.851317793,4.34783731,3,1,2,1,2,1,2,14,Not Possible,Entire home/apt,95
5707,52.38503423,4.916069697,1.302174633,2,1,1,1,2,1,2,0,Not Possible,Entire home/apt,88
5708,52.36417957,4.884279849,1.959245419,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,130
5710,52.35955726,4.944895156,3.778198845,2,1,1,1,1,1,1,2,Not Possible,Entire home/apt,110
5718,52.35597918,4.910053438,2.678008754,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,110
5719,52.35356687,4.886366451,2.982071935,2,1,1,1,1,1,2,6,Not Possible,Entire home/apt,75
5721,52.39162823,4.908967767,1.526162404,4,1,1,1,2,1,1,8,Not Possible,Entire home/apt,100
5722,52.3808595,4.872402786,1.842782493,2,1,1,1,1,1,3,22,Not Possible,Entire home/apt,95
5725,52.36450962,4.941742442,3.301756594,4,1.5,1,1,1,1,3,7,Not Possible,Entire home/apt,85
5726,52.35345135,4.853602141,4.224958596,4,1,2,1,2,1,2,7,Not Possible,Entire home/apt,120
5727,52.37216625,4.946162019,3.26486581,4,1.5,3,1,1,1,3,0,Not Possible,Entire home/apt,195
5732,52.35977095,4.942620661,3.63915186,4,1,1,1,1,1,5,7,Not Possible,Entire home/apt,74
5733,52.36080256,4.895802939,2.057970224,4,1,1,1,2,1,3,0,Not Possible,Entire home/apt,125
5737,52.37403104,4.9242221,1.776779431,3,1,1,1,2,1,5,5,Not Possible,Entire home/apt,85
5738,52.37474631,4.873412471,1.83278559,2,1,1,1,1,1,6,7,Not Possible,Entire home/apt,116
5740,52.39110407,4.943490047,3.268513728,4,1,3,1,1,1,3,10,Not Possible,Entire home/apt,120
5742,52.34419448,4.810323289,7.189458257,3,1,1,1,2,1,2,26,Not Possible,Entire home/apt,80
5743,52.37227579,4.924238715,1.849998996,5,1,3,1,2,1,2,3,Not Possible,Entire home/apt,200
5746,52.36491304,4.922119994,2.21049799,2,1,1,1,1,1,3,13,Not Possible,Entire home/apt,120
5747,52.3631196,4.860344663,3.197068949,2,1,1,1,1,1,3,9,Not Possible,Entire home/apt,95
5748,52.36698084,4.874180356,2.185215076,2,1,1,1,1,1,2,6,Not Possible,Entire home/apt,100
5750,52.35040719,4.914567552,3.359257095,2,1,1,1,1,1,2,1,Not Possible,Entire home/apt,150
5752,52.36439177,4.941167682,3.274469992,2,1,1,1,1,1,1,3,Not Possible,Entire home/apt,95
5754,52.38056108,4.869298017,2.049700711,4,1,2,1,1,1,3,5,Not Possible,Entire home/apt,170
5755,52.35364784,4.898701553,2.838695312,2,1,1,1,1,1,3,1,Not Possible,Entire home/apt,80
5758,52.35964692,4.862186604,3.331921464,2,1,1,1,1,1,1,5,Not Possible,Entire home/apt,107
5759,52.36103721,4.875157316,2.604064467,5,1,3,1,2,1,3,1,Not Possible,Entire home/apt,169
5761,52.40463253,4.908588861,2.894816635,3,1.5,2,1,1,1,2,0,Not Possible,Entire home/apt,101
5762,52.35457774,4.993237939,6.927805558,6,1.5,3,1,4,1,4,6,Not Possible,Entire home/apt,175
5764,52.37754858,4.861093112,2.60705782,2,1,1,1,2,1,2,9,Not Possible,Entire home/apt,88
5765,52.35108081,4.853152987,4.4291677,4,1.5,2,1,2,1,1,9,Not Possible,Entire home/apt,189
5766,52.35075584,4.890155938,3.221710395,4,1.5,3,1,2,1,2,24,Not Possible,Entire home/apt,190
5767,52.36166036,4.852910695,3.70897054,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,100
5768,52.35200087,4.942244194,4.191393063,3,1,2,1,2,1,2,5,Not Possible,Entire home/apt,85
5770,52.36442834,4.894671948,1.671756878,4,1,2,1,2,1,2,1,Not Possible,Entire home/apt,175
5771,52.34745323,4.815344316,6.707895984,2,1,1,1,2,1,4,0,Not Possible,Entire home/apt,65
5772,52.34743457,5.010750874,8.337580158,5,1,3,1,1,1,2,1,Not Possible,Entire home/apt,125
5774,52.37065688,4.865927912,2.462712001,2,1,0,1,1,1,1,1,Not Possible,Entire home/apt,150
5775,52.36940824,4.852909305,3.338027836,2,1,1,1,1,1,3,14,Not Possible,Entire home/apt,95
5776,52.38390388,4.884105511,1.164113024,3,1,1,1,1,1,2,2,Not Possible,Entire home/apt,145
5778,52.37404028,4.874903264,1.759543793,4,1.5,2,1,1,1,4,0,Not Possible,Entire home/apt,250
5779,52.35571551,4.89388628,2.635486154,2,1,1,1,1,1,1,5,Not Possible,Entire home/apt,129
5780,52.35327949,4.901242718,2.881820184,2,1,1,1,1,1,1,9,Not Possible,Entire home/apt,119
5781,52.37056785,4.864504402,2.55580535,2,1,1,1,1,1,2,4,Not Possible,Entire home/apt,70
5784,52.36043891,4.921087933,2.549615723,3,1,0,1,1,1,2,0,Not Possible,Entire home/apt,135
5785,52.35042159,4.855427859,4.374358524,6,2,4,1,1,1,4,1,Not Possible,Entire home/apt,280
5786,52.38466076,4.91825729,1.414366011,3,1.5,3,1,1,1,5,2,Not Possible,Entire home/apt,110
5787,52.36034858,4.86148394,3.318470724,4,1,2,1,1,1,2,29,Not Possible,Entire home/apt,175
5790,52.37429598,4.861420576,2.635263337,4,1,2,1,1,1,4,7,Not Possible,Entire home/apt,190
5792,52.36263761,4.901073219,1.842646317,2,1,0,1,1,1,2,100,Not Possible,Entire home/apt,87
5794,52.37620363,4.845989675,3.640431573,2,1,0,1,1,1,2,8,Not Possible,Entire home/apt,75
5795,52.38932778,4.879917515,1.73814117,4,1,1,1,2,1,3,6,Not Possible,Entire home/apt,110
5796,52.37902298,4.885492522,0.945690386,4,2.5,4,1,2,1,2,2,Not Possible,Entire home/apt,150
5797,52.35112075,4.855201953,4.328503495,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,90
5798,52.35209609,4.897964307,3.012347545,2,1,1,1,1,1,2,56,Not Possible,Entire home/apt,70
5802,52.37963602,4.833826168,4.450520612,5,1.5,2,1,2,1,2,3,Not Possible,Entire home/apt,69
5806,52.35055198,4.88791034,3.276906282,4,1,1,1,4,1,3,15,Not Possible,Entire home/apt,140
5807,52.37102741,4.861820164,2.707943052,3,2,2,1,1,2,10,3,Not Possible,Entire home/apt,120
5809,52.35263898,4.888034323,3.050037109,4,1,1,1,2,1,1,22,Not Possible,Entire home/apt,115
5812,52.35273454,4.84929134,4.496355503,3,1,1,1,1,1,2,22,Not Possible,Entire home/apt,119
5814,52.38024445,4.870682179,1.953660206,2,1,1,1,2,1,3,7,Not Possible,Entire home/apt,111
5816,52.38437731,4.881398154,1.352246378,2,1.5,1,1,2,1,2,6,Not Possible,Entire home/apt,150
5817,52.36126961,4.934822337,3.119486331,2,1,1,1,1,1,3,6,Not Possible,Entire home/apt,100
5819,52.36245544,4.864109009,3.033319248,4,1,3,1,2,1,3,39,Not Possible,Entire home/apt,201
5820,52.35207249,4.925102833,3.480600697,4,1,2,1,2,1,1,3,Not Possible,Entire home/apt,159
5822,52.37085409,4.867023684,2.38567663,4,1,2,1,2,1,2,0,Not Possible,Entire home/apt,349
5825,52.37926619,4.868973524,2.066081377,2,1,1,1,2,1,2,29,Not Possible,Entire home/apt,99
5827,52.38767668,4.885821729,1.319737389,4,1,3,1,4,1,3,9,Not Possible,Entire home/apt,220
5828,52.38972006,4.887125428,1.437409827,4,1,2,1,4,1,1,14,Not Possible,Entire home/apt,245
5829,52.35963505,4.8671281,3.086315602,4,1,1,1,2,1,1,86,Not Possible,Entire home/apt,100
5831,52.37640792,4.850190587,3.354566467,2,1,1,1,2,1,2,19,Not Possible,Entire home/apt,105
5832,52.35820098,4.85758321,3.674475807,3,1,1,1,2,1,6,12,Not Possible,Entire home/apt,99
5834,52.37895525,4.875656526,1.612941215,2,1,1,1,1,1,4,45,Not Possible,Entire home/apt,115
5835,52.35549076,4.871679692,3.237413843,6,2,4,1,1,1,2,10,Not Possible,Entire home/apt,305
5838,52.36354317,4.926826909,2.545134017,2,1,1,1,1,1,2,20,Not Possible,Entire home/apt,105
5841,52.37983168,4.842702874,3.848754404,2,1,1,1,1,1,3,8,Not Possible,Entire home/apt,90
5843,52.37011206,4.93121237,2.380370317,3,1,2,1,2,1,3,9,Not Possible,Entire home/apt,130
5844,52.36436329,4.93240081,2.778100853,4,1,2,1,2,1,2,17,Not Possible,Entire home/apt,125
5845,52.38378948,4.965061834,4.481055512,7,3,4,1,1,1,5,1,Not Possible,Entire home/apt,225
5846,52.3857691,4.887341371,1.098693516,2,1,0,1,1,1,3,2,Not Possible,Entire home/apt,90
5847,52.35756974,4.922443456,2.865267768,2,1,1,1,1,1,1,9,Not Possible,Entire home/apt,100
5849,52.37177266,4.86184288,2.679854697,3,1,2,1,3,1,3,0,Not Possible,Entire home/apt,140
5851,52.35568521,4.87357373,3.146429243,2,1,1,1,2,1,3,5,Not Possible,Entire home/apt,225
5852,52.37830513,4.992117478,6.288163605,3,1.5,2,1,2,1,5,3,Not Possible,Entire home/apt,150
5855,52.35973399,4.850208491,3.97840248,3,1,1,1,1,1,2,0,Not Possible,Entire home/apt,100
5856,52.37023594,4.88954317,1.199926051,2,1,1,1,2,1,4,4,Not Possible,Entire home/apt,210
5857,52.35201971,4.939016784,4.041122511,4,1.5,4,1,4,1,5,2,Not Possible,Entire home/apt,200
5858,52.3630167,4.938184701,3.184814899,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,118
5859,52.37345486,4.891436439,0.836760072,2,1,0,1,1,3,3,1,Not Possible,Entire home/apt,159
5860,52.36170458,4.87139391,2.719129728,4,1,2,1,1,1,3,21,Not Possible,Entire home/apt,220
5861,52.35749556,4.901496817,2.414757788,2,1,1,1,1,1,3,1,Not Possible,Entire home/apt,110
5864,52.36757956,4.872313461,2.247002042,3,1,0,1,2,1,2,35,Not Possible,Entire home/apt,120
5867,52.38434192,4.849571376,3.430135019,2,1,1,1,1,1,1,4,Not Possible,Entire home/apt,95
5869,52.35595653,4.898733002,2.582144993,3,1,0,1,2,1,2,34,Not Possible,Entire home/apt,60
5871,52.32464559,4.97512837,7.945884727,4,1,1,1,2,1,3,0,Not Possible,Entire home/apt,70
5872,52.38361012,4.878589293,1.496650129,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,134
5873,52.37250828,4.87944617,1.545717139,2,1,1,1,1,1,3,1,Not Possible,Entire home/apt,110
5874,52.37395882,4.862400797,2.578429851,4,1,2,1,2,1,2,64,Not Possible,Entire home/apt,195
5875,52.36937674,4.916365192,1.583919543,5,2,3,1,2,1,2,29,Not Possible,Entire home/apt,127
5877,52.38109312,4.885894898,0.942259451,2,1,1,1,1,1,3,2,Not Possible,Entire home/apt,73
5879,52.3755943,4.867364298,2.211688156,2,1,2,1,2,1,3,40,Not Possible,Entire home/apt,135
5880,52.36113766,4.930217811,2.896046539,4,1.5,2,1,2,1,2,7,Not Possible,Entire home/apt,140
5882,52.40943002,4.889236809,3.430900142,4,1,3,1,2,1,1,11,Not Possible,Entire home/apt,124
5883,52.35500578,4.893893642,2.713501721,2,1,1,1,1,1,3,18,Not Possible,Entire home/apt,95
5884,52.37293275,4.902432357,0.724428661,9,1,3,1,4,1,1,15,Not Possible,Entire home/apt,300
5886,52.3534031,4.891774514,2.912176474,2,1,1,1,1,1,1,33,Not Possible,Entire home/apt,110
5889,52.36557565,4.925922223,2.349209058,2,1,0,1,2,1,1,3,Not Possible,Entire home/apt,120
5890,52.3521641,4.90293029,3.01251741,4,1,2,1,1,1,3,17,Not Possible,Entire home/apt,150
5891,52.3625804,4.856799377,3.431113799,2,1,1,1,1,1,1,2,Not Possible,Entire home/apt,125
5892,52.37789657,4.875507495,1.629203752,2,1,1,1,1,1,2,2,Not Possible,Entire home/apt,116
5894,52.37659768,4.924821153,1.746282844,4,1,2,1,3,1,2,1,Not Possible,Entire home/apt,150
5897,52.36104035,4.859710355,3.366048728,2,1,1,1,1,1,5,19,Not Possible,Entire home/apt,100
5899,52.39150336,4.913989613,1.687496739,4,1,2,1,3,1,2,0,Not Possible,Entire home/apt,115
5902,52.36635742,4.853216132,3.444422107,2,1,1,1,1,1,4,12,Not Possible,Entire home/apt,90
5904,52.38279211,4.873948323,1.774299968,2,1.5,1,1,2,1,1,12,Not Possible,Entire home/apt,120
5906,52.40813423,4.933767539,3.970862849,4,1,4,1,1,1,5,0,Not Possible,Entire home/apt,100
5909,52.34967491,4.890921441,3.330199908,4,1,2,1,2,1,3,4,Not Possible,Entire home/apt,135
5910,52.34221756,4.910000184,4.17059482,2,1,1,1,2,1,3,44,Not Possible,Entire home/apt,100
5915,52.36430566,4.902974954,1.671299375,2,1,1,1,1,1,3,6,Not Possible,Entire home/apt,95
5918,52.37656577,4.879579445,1.377848351,2,1,1,1,1,1,2,38,Not Possible,Entire home/apt,211
5919,52.37765284,4.896399677,0.267254511,4,1.5,2,1,2,1,1,15,Not Possible,Entire home/apt,138
5920,52.35500219,4.892966561,2.723317967,3,1,2,1,1,1,1,0,Not Possible,Entire home/apt,300
5921,52.36232841,4.899799997,1.873802376,4,1,2,1,2,1,2,2,Not Possible,Entire home/apt,180
5923,52.36913615,4.861835503,2.784477904,2,1,1,1,1,1,1,7,Not Possible,Entire home/apt,75
5926,52.34769873,4.899564434,3.499371997,2,1,1,1,2,1,1,16,Not Possible,Entire home/apt,109
5928,52.35880751,4.934905934,3.30504009,4,1.5,2,1,2,1,2,2,Not Possible,Entire home/apt,139
5929,52.38264331,4.855418375,3.010030999,4,1.5,1,1,1,1,1,56,Not Possible,Entire home/apt,108
5930,52.35453801,4.93053378,3.458021744,5,1,3,1,1,1,3,0,Not Possible,Entire home/apt,200
5932,52.37739888,4.876295874,1.581947048,4,1.5,2,1,1,1,2,0,Not Possible,Entire home/apt,399
5934,52.36085728,4.790932214,7.638142057,4,1,1,1,1,1,1,0,Not Possible,Entire home/apt,80
5935,52.35783112,4.907586751,2.437054603,2,1.5,1,1,1,1,2,8,Not Possible,Entire home/apt,120
5936,52.36323441,4.90588342,1.826203102,4,1.5,2,1,2,1,3,29,Not Possible,Entire home/apt,140
5939,52.35120423,4.895086073,3.123754863,2,1,0,1,2,1,5,6,Not Possible,Entire home/apt,95
5940,52.3630182,4.861162821,3.157579371,2,1,1,1,2,1,1,4,Not Possible,Entire home/apt,125
5942,52.38162418,4.856167935,2.947094467,2,2,1,1,1,1,4,2,Not Possible,Entire home/apt,72
5944,52.36872767,4.891690923,1.275609873,2,1,0,1,1,1,1,0,Not Possible,Entire home/apt,114
5945,52.37096756,4.851893978,3.351859517,2,1,1,1,2,1,3,9,Not Possible,Entire home/apt,99
5946,52.35492122,4.924957792,3.205087099,2,1,1,1,1,1,4,13,Not Possible,Entire home/apt,90
5947,52.37270958,4.890008616,0.962821421,4,1,2,1,2,3,2,11,Not Possible,Entire home/apt,250
5948,52.36990883,4.926205274,2.088740084,4,1,2,1,1,1,5,3,Not Possible,Entire home/apt,110
5950,52.3801519,4.859334482,2.721998485,2,1.5,1,1,1,1,2,6,Not Possible,Entire home/apt,75
5952,52.38399872,4.879268178,1.468387037,4,1,2,1,1,1,2,2,Not Possible,Entire home/apt,200
5953,52.41058953,4.90486332,3.50877713,3,1,3,1,1,1,5,1,Not Possible,Entire home/apt,150
5954,52.35267938,4.911893105,3.06484821,2,1,1,1,1,1,2,36,Not Possible,Entire home/apt,145
5957,52.35134806,4.888993445,3.173859725,6,2,3,1,2,1,1,40,Not Possible,Entire home/apt,250
5958,52.37442684,4.83727497,4.2496243,4,1.5,2,1,2,1,1,4,Not Possible,Entire home/apt,158
5959,52.38397765,4.880572644,1.385447454,4,1,3,1,2,1,5,15,Not Possible,Entire home/apt,250
5961,52.37232393,4.829045935,4.835459806,3,1,2,1,2,1,1,11,Not Possible,Entire home/apt,98
5964,52.32319028,4.972298406,7.949053822,6,1,1,1,1,1,1,1,Not Possible,Entire home/apt,250
5967,52.34932492,4.896462453,3.324757089,2,1,1,1,1,1,2,39,Not Possible,Entire home/apt,130
5968,52.37548158,4.881801126,1.264934889,2,1,1,1,2,1,3,17,Not Possible,Entire home/apt,140
5969,52.38406945,4.902340003,0.577120576,2,1,1,1,1,1,2,16,Not Possible,Entire home/apt,110
5971,52.38718566,4.881229583,1.521127236,4,1,2,1,4,1,2,21,Not Possible,Entire home/apt,200
5973,52.3281696,4.856616902,6.37088491,2,1,1,1,2,1,2,12,Not Possible,Entire home/apt,79
5974,52.36459824,4.93227574,2.755826425,4,1,1,1,2,1,2,6,Not Possible,Entire home/apt,100
5975,52.36111904,4.900177809,2.008666021,2,1,1,1,1,1,2,7,Not Possible,Entire home/apt,190
5976,52.34957961,4.906540386,3.325524841,3,1,2,1,1,1,2,5,Not Possible,Entire home/apt,250
5977,52.36646681,4.883838537,1.765720052,2,1,0,1,1,1,2,5,Not Possible,Entire home/apt,130
5981,52.35385915,4.897720521,2.817174659,4,1,2,1,1,1,3,18,Not Possible,Entire home/apt,200
5982,52.36994229,4.868995414,2.306344682,4,1,2,1,2,1,2,15,Not Possible,Entire home/apt,200
5984,52.36616563,4.89431337,1.488289189,4,2,3,1,3,1,3,19,Not Possible,Entire home/apt,374
5987,52.38653563,4.914255446,1.29521433,4,1,3,1,1,1,3,42,Not Possible,Entire home/apt,159
5988,52.36045153,4.864936456,3.132588246,2,1,1,1,2,1,3,14,Not Possible,Entire home/apt,139
5989,52.38606916,4.957696522,4.025375093,4,2,2,1,1,1,4,3,Not Possible,Entire home/apt,150
5991,52.36329909,4.938532386,3.186816324,2,1,1,1,1,1,1,3,Not Possible,Entire home/apt,80
5992,52.35195217,4.886866896,3.144473246,2,1,1,1,1,1,3,23,Not Possible,Entire home/apt,109
5993,52.37104514,4.893537376,0.989375682,2,1,1,1,1,1,4,5,Not Possible,Entire home/apt,200
5995,52.38468229,4.871443947,1.994101056,2,1,1,1,1,1,1,60,Not Possible,Entire home/apt,115
5996,52.37204023,4.914400465,1.289333224,4,1,1,1,2,1,3,16,Not Possible,Entire home/apt,127
5997,52.3539137,4.913036231,2.956543641,2,1,1,1,1,1,1,1,Not Possible,Entire home/apt,70
6000,52.36136357,4.873484472,2.650069191,4,1,2,1,1,1,2,9,Not Possible,Entire home/apt,250
6003,52.35685025,4.913909452,2.669713953,4,1,2,1,2,1,2,43,Not Possible,Entire home/apt,149
6005,52.39253013,4.943426983,3.331983353,4,1,3,1,2,1,3,13,Not Possible,Entire home/apt,119
6006,52.4061098,4.932035384,3.719968224,4,1,4,1,2,1,3,0,Not Possible,Entire home/apt,110
6008,52.39423471,4.909487407,1.80572263,10,1,1,1,8,1,3,6,Not Possible,Entire home/apt,400
6009,52.36945053,4.929579767,2.313998092,4,1,2,1,1,1,2,1,Not Possible,Entire home/apt,165
6011,52.36273543,4.87447294,2.492073923,2,1,1,1,1,1,3,34,Not Possible,Entire home/apt,130
6013,52.381656,4.915330426,1.112795704,2,1,1,1,1,1,3,18,Not Possible,Entire home/apt,88
6015,52.38413169,4.874330353,1.788995386,2,1,1,1,1,1,3,5,Not Possible,Entire home/apt,102
6016,52.36753361,4.868249481,2.480469275,4,1,1,1,2,1,2,47,Not Possible,Entire home/apt,145
6017,52.36497061,4.929727731,2.592588123,2,1,1,1,1,1,2,5,Not Possible,Entire home/apt,90
6019,52.36197572,4.86471761,3.034135632,2,1,1,1,1,1,1,2,Not Possible,Entire home/apt,145
6020,52.33865754,4.918392235,4.684279368,2,1,1,1,1,2,3,5,Not Possible,Entire home/apt,150
6023,52.34446194,4.894570133,3.873120517,2,1,1,1,1,1,1,8,Not Possible,Entire home/apt,139
6025,52.35682681,4.921946345,2.917036422,2,1,1,1,2,1,2,21,Not Possible,Entire home/apt,119
6026,52.34077133,4.905034977,4.286073429,3,1,1,1,1,1,2,20,Not Possible,Entire home/apt,100
6028,52.37673963,4.844846678,3.712789211,2,1,0,1,1,1,3,2,Not Possible,Entire home/apt,85
6029,52.37282259,4.881186776,1.425605921,2,1,1,1,1,1,6,0,Not Possible,Entire home/apt,130
6030,52.32444504,4.860372264,6.636022402,4,2.5,3,1,1,1,3,2,Not Possible,Entire home/apt,240
6031,52.36383865,4.805363929,6.606126901,4,1,2,1,1,1,2,13,Not Possible,Entire home/apt,130
6033,52.35814833,4.996353105,6.97951383,4,1,4,1,4,1,3,2,Not Possible,Entire home/apt,219
6034,52.34759219,4.900270097,3.511660212,8,2,4,1,1,1,1,1,Not Possible,Entire home/apt,360
6035,52.35441891,4.873400168,3.270541455,4,1,2,1,1,1,2,5,Not Possible,Entire home/apt,245
6036,52.34939835,4.895686511,3.32022674,4,1,2,1,1,1,6,0,Not Possible,Entire home/apt,175
6039,52.3726264,4.850172879,3.420295744,2,1,1,1,1,1,2,3,Not Possible,Entire home/apt,110
6040,52.35641722,4.892738364,2.57093917,2,1,0,1,1,1,1,0,Not Possible,Entire home/apt,70
6042,52.36307387,4.867948638,2.787355201,2,1,1,1,1,1,3,63,Not Possible,Entire home/apt,109
6043,52.35089164,4.90618905,3.177809284,2,1,1,1,1,1,2,4,Not Possible,Entire home/apt,150
6045,52.34714752,4.891472995,3.601331407,2,1,1,1,1,1,3,8,Not Possible,Entire home/apt,140
6047,52.37378769,4.872863768,1.899602758,2,1,1,1,1,1,2,11,Not Possible,Entire home/apt,160
6048,52.36938222,4.906543508,1.191826606,2,1,2,1,2,1,7,0,Not Possible,Entire home/apt,150
6049,52.36482865,4.90730006,1.6827328,2,1.5,3,1,1,1,2,1,Not Possible,Entire home/apt,175
6050,52.36112453,4.867043115,2.976333746,2,1,1,1,1,1,1,32,Not Possible,Entire home/apt,120
6051,52.4087905,4.916162035,3.479632318,2,1,1,1,1,1,3,3,Not Possible,Entire home/apt,89
6052,52.36048816,4.867761368,2.989272055,3,1,2,1,2,1,3,5,Not Possible,Entire home/apt,150
6053,52.3554538,4.997709639,7.171139941,4,1,3,1,1,1,1,1,Not Possible,Entire home/apt,110
6054,52.36241995,4.932094947,2.89548941,2,1.5,1,1,2,1,2,18,Not Possible,Entire home/apt,95
6055,52.36977028,4.873285779,2.059520804,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,185
6059,52.378118,4.861701618,2.562147623,2,1,1,1,1,1,4,8,Not Possible,Entire home/apt,125
6061,52.36986432,4.921239709,1.806309589,2,1,1,1,1,1,6,6,Not Possible,Entire home/apt,125
6065,52.36938221,4.858788948,2.964788874,4,1,2,1,1,1,1,0,Not Possible,Entire home/apt,185
6066,52.34890679,4.905737083,3.392211812,2,0.5,0,1,1,1,3,8,Not Possible,Entire home/apt,50
6067,52.38388777,4.872545361,1.896953241,4,1,2,1,3,1,2,6,Not Possible,Entire home/apt,150
6069,52.36993617,4.931544291,2.409066802,2,1,0,1,1,1,1,1,Not Possible,Entire home/apt,106
6071,52.38374367,4.870573031,2.021839751,2,1,0,1,1,1,10,3,Not Possible,Entire home/apt,89
6075,52.38661934,4.880032734,1.553383093,4,1,2,1,2,1,2,4,Not Possible,Entire home/apt,99
6076,52.36199205,4.933834432,3.016690465,4,1,2,1,1,1,6,2,Not Possible,Entire home/apt,189
6079,52.36314008,4.915704081,2.097530263,2,1.5,1,1,1,1,2,3,Not Possible,Entire home/apt,100
6080,52.36891561,4.853515926,3.317597443,2,1,1,1,1,1,4,3,Not Possible,Entire home/apt,79
6082,52.37540039,4.873531654,1.806681027,2,1,1,1,1,1,2,7,Not Possible,Entire home/apt,100
6084,52.3925106,4.933577979,2.748689736,4,1,2,1,1,1,5,11,Not Possible,Entire home/apt,140
6085,52.37829608,4.830240053,4.694624123,4,1,1,1,4,1,2,22,Not Possible,Entire home/apt,150
6087,52.36587504,4.851032262,3.601522635,4,1,2,1,1,1,2,28,Not Possible,Entire home/apt,135
6090,52.34882924,4.829376203,5.829262023,5,1,2,1,5,1,2,4,Not Possible,Entire home/apt,125
6091,52.38222887,4.873052343,1.820927588,2,1,1,1,2,1,3,8,Not Possible,Entire home/apt,90
6092,52.37306378,4.871613042,2.006146976,2,1,1,1,2,1,2,23,Not Possible,Entire home/apt,100
6093,52.37873412,4.870300975,1.976675143,6,1,3,1,1,1,5,1,Not Possible,Entire home/apt,198
6094,52.3572861,4.901626908,2.438518721,4,1,1,1,2,1,2,114,Not Possible,Entire home/apt,99
6096,52.36814431,4.887657666,1.464360294,4,1,2,1,2,1,3,26,Not Possible,Entire home/apt,295
6097,52.37328671,4.863231288,2.541831455,2,1,1,1,1,1,2,5,Not Possible,Entire home/apt,119
6098,52.37294297,4.855723162,3.045260957,2,1,1,1,1,1,3,3,Not Possible,Entire home/apt,75
6102,52.354353,4.89496638,2.776479289,2,1,1,1,2,1,1,28,Not Possible,Entire home/apt,99
6103,52.38648497,4.88932161,1.061855145,4,1,1,1,1,2,4,11,Not Possible,Entire home/apt,150
6105,52.36422088,4.926515601,2.478584105,2,1,0,1,1,1,3,4,Not Possible,Entire home/apt,90
6106,52.35923386,4.942985363,3.69463237,2,1,1,1,1,1,2,4,Not Possible,Entire home/apt,90
6108,52.34511574,4.902811297,3.793336466,2,1,1,1,1,1,2,28,Not Possible,Entire home/apt,90
6110,52.38248028,4.872442196,1.866879008,2,1,1,1,1,1,3,8,Not Possible,Entire home/apt,85
6111,52.38448469,4.87116192,2.005773377,4,1,1,1,2,1,1,87,Not Possible,Entire home/apt,188
6114,52.35107531,4.898817701,3.12441427,4,1,2,1,1,1,14,0,Not Possible,Entire home/apt,139
6116,52.38032884,4.891258647,0.568646282,4,2,2,1,1,1,4,5,Not Possible,Entire home/apt,295
6117,52.34638823,4.860557581,4.499405195,2,1,1,1,1,1,2,9,Not Possible,Entire home/apt,90
6118,52.35020385,4.873180589,3.680707747,4,1.5,3,1,1,1,14,0,Not Possible,Entire home/apt,275
6119,52.38037851,4.850973947,3.289668795,2,1,1,1,1,1,2,6,Not Possible,Entire home/apt,90
6121,52.37941428,4.876833431,1.533093573,2,1,1,1,1,1,2,0,Not Possible,Entire home/apt,99
6122,52.37586037,4.843547653,3.808960534,2,1,0,1,1,1,5,4,Not Possible,Entire home/apt,65
6123,52.37120599,4.889455212,1.115785587,2,1,1,1,1,2,3,14,Not Possible,Entire home/apt,199
6127,52.37030489,4.877060329,1.810506284,2,1,1,1,1,1,2,5,Not Possible,Entire home/apt,150
6134,52.36826579,4.851393735,3.477698312,2,1,1,1,1,1,3,4,Not Possible,Entire home/apt,80
6135,52.39187078,4.933302596,2.695134905,4,1,2,1,4,1,5,30,Not Possible,Entire home/apt,150
6137,52.34994903,4.900428946,3.250000936,2,1,1,1,2,1,4,25,Not Possible,Entire home/apt,84
6138,52.35431281,4.880065042,3.060793938,4,2,4,1,1,1,2,1,Not Possible,Entire home/apt,300
