#,latitude,longitude,d_centre,accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,minimum_nights,number_of_reviews,instant_bookable,room_type,price
1239,52.34960493,4.902659014,3.294822802,2,1,1,31,1,34,2,2,Possible,Entire home/apt,79
1435,52.34544043,4.910895551,3.830159602,2,1,1,31,1,34,2,9,Possible,Entire home/apt,79
1598,52.32997373,4.872976327,5.756255935,4,1,2,31,1,34,2,0,Possible,Entire home/apt,149
1854,52.3459758,4.907376333,3.729994735,2,1,1,31,1,34,2,1,Possible,Entire home/apt,79
2331,52.35101117,4.852223373,4.479519871,2,1,1,31,1,34,2,6,Possible,Entire home/apt,99
2358,52.3555753,4.888420663,2.728350708,2,1,1,31,1,34,2,4,Possible,Entire home/apt,79
2878,52.35151319,4.905227698,3.10052838,4,1,2,31,1,34,2,5,Possible,Entire home/apt,149
3732,52.35321885,4.889564975,2.962565538,2,1,1,31,1,34,2,0,Possible,Entire home/apt,79
3938,52.3544665,4.899775575,2.747390261,2,1,1,31,1,34,2,15,Possible,Entire home/apt,79
4808,52.35469228,4.879109275,3.051512342,4,1,2,31,1,34,3,6,Possible,Entire home/apt,179
4910,52.34380664,4.902887613,3.938859664,4,1,3,31,1,34,2,0,Possible,Entire home/apt,149
5311,52.35554962,4.896050143,2.636926056,2,1,0,31,1,34,2,0,Possible,Entire home/apt,79
5868,52.35541713,4.894140943,2.665926831,4,1,4,31,1,34,2,0,Possible,Entire home/apt,149
6141,52.35785414,4.903221528,2.384747666,2,1,1,31,1,34,2,5,Possible,Entire home/apt,79
6948,52.35510853,4.854689993,4.046827434,2,1,1,31,1,34,2,5,Possible,Entire home/apt,79
7596,52.34635377,4.865558782,4.312452036,4,1,3,31,1,34,2,3,Possible,Entire home/apt,149
7780,52.34483883,4.906305135,3.845564815,2,1,1,31,1,34,2,0,Possible,Entire home/apt,89
8070,52.35583327,4.895836903,2.606839751,2,1,1,31,1,34,2,1,Possible,Entire home/apt,79
9474,52.35047514,4.850476725,4.606102835,2,1,1,31,1,34,2,5,Possible,Entire home/apt,79
9679,52.35606593,4.899471514,2.569555393,2,1,1,31,1,34,2,8,Possible,Entire home/apt,79
10610,52.35350231,4.885511953,3.006629427,2,1,1,31,1,34,2,0,Possible,Entire home/apt,79
11404,52.3631991,4.853090771,3.611403928,2,1,1,31,1,34,2,6,Possible,Entire home/apt,79
11904,52.3470785,4.860361381,4.445408613,2,1,1,31,1,34,2,8,Possible,Entire home/apt,79
11920,52.3463408,4.860376848,4.510871737,2,1,1,31,1,34,2,5,Possible,Entire home/apt,79
12011,52.34407133,4.868193768,4.441026329,4,1,2,31,1,34,2,5,Possible,Entire home/apt,129
12556,52.3439444,4.895964174,3.923619375,2,1,1,31,1,34,2,0,Possible,Entire home/apt,79
12559,52.35781829,4.850607966,4.075985362,4,1,1,31,1,34,2,0,Possible,Entire home/apt,149
12756,52.34199128,4.903828337,4.144358521,2,1,1,31,1,34,2,4,Possible,Entire home/apt,79
13279,52.35582748,4.902011249,2.601948059,2,1,1,31,1,34,2,8,Possible,Entire home/apt,79
13617,52.35482045,4.892134861,2.752840134,2,1,1,31,1,34,2,28,Possible,Entire home/apt,99
13788,52.35278502,4.849020504,4.506621735,2,1,1,31,1,34,2,0,Possible,Entire home/apt,79
422,52.36958649,4.860865281,2.825604497,2,1,2,29,1,32,2,0,Possible,Entire home/apt,79
1527,52.36183675,4.850778299,3.822914175,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
1533,52.3762767,4.845392692,3.680036308,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
3078,52.38162284,4.852210855,3.214461359,4,1,3,29,1,32,3,0,Possible,Entire home/apt,149
4287,52.39128244,4.876276142,2.066987379,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
4369,52.36584608,4.852981485,3.48274594,2,1,1,29,1,32,2,3,Possible,Entire home/apt,79
4785,52.37539752,4.871751833,1.92437093,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
5516,52.35530487,4.848440239,4.360625014,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
5955,52.36713087,4.875092503,2.126499936,4,1,2,29,1,32,2,0,Possible,Entire home/apt,79
6211,52.38832509,4.879847755,1.671843191,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
6499,52.3825862,4.853805291,3.117814388,4,1,1,29,1,32,2,0,Possible,Entire home/apt,159
6576,52.37064767,4.851618968,3.379635852,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
6788,52.3587039,4.849715933,4.069440682,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
8480,52.38219625,4.851897401,3.241576218,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
8625,52.3615363,4.860590092,3.285237744,2,1,2,29,1,32,2,0,Possible,Entire home/apt,79
8831,52.38513407,4.870882329,2.046045492,2,1,1,29,1,32,2,3,Possible,Entire home/apt,79
9167,52.36522227,4.8733941,2.351449918,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
9224,52.3775782,4.875912009,1.60543642,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
9986,52.36739693,4.853018224,3.410587188,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
10972,52.37142089,4.870479244,2.145425929,2,1,0,29,1,32,2,0,Possible,Entire home/apt,79
11247,52.38229065,4.86965371,2.049050977,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
12631,52.37692399,4.844978608,3.702406818,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
12751,52.37220145,4.86452139,2.492307812,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
12830,52.35705938,4.85455661,3.91384768,2,1,1,29,1,32,2,0,Possible,Entire home/apt,79
12963,52.37245626,4.863047553,2.579140936,2,1,1,29,1,32,2,10,Possible,Entire home/apt,79
13501,52.36201009,4.863672766,3.087123083,4,1,2,29,1,32,2,0,Possible,Entire home/apt,149
13872,52.36709068,4.86640562,2.612970345,2,1,0,29,1,32,2,2,Possible,Entire home/apt,79
14724,52.38956752,4.877928132,1.859367886,2,1,1,29,1,32,2,3,Possible,Entire home/apt,79
14772,52.36458837,4.868905021,2.630923911,4,1,2,29,1,32,2,0,Possible,Entire home/apt,149
1653,52.39750827,4.915391117,2.305609038,4,1.5,2,28,2,36,2,0,Not Possible,Entire home/apt,125
1656,52.3854225,4.867505816,2.273567057,4,1.5,3,28,1,29,2,9,Not Possible,Entire home/apt,159
1723,52.35940447,4.926519157,2.865590966,4,1,2,28,1,29,2,2,Not Possible,Entire home/apt,149
1808,52.35906331,4.860404359,3.466042291,8,2.5,5,28,4,36,2,0,Not Possible,Entire home/apt,375
1860,52.37091234,4.870269647,2.181677199,4,1.5,2,28,1,29,3,17,Not Possible,Entire home/apt,199
2702,52.35755782,4.90779481,2.469847121,4,1,1,28,2,36,2,10,Not Possible,Entire home/apt,117
3063,52.38170315,4.871924126,1.886660894,4,1.5,3,28,2,36,2,4,Not Possible,Entire home/apt,159
3093,52.38266955,4.878804486,1.451608741,4,1,1,28,2,36,2,0,Not Possible,Entire home/apt,106
3335,52.36633229,4.865934716,2.68432411,2,1,1,28,1,29,4,13,Not Possible,Entire home/apt,99
3354,52.36365533,4.808041162,6.436263709,4,1,2,28,1,29,3,9,Not Possible,Entire home/apt,103
3571,52.3589602,4.935457361,3.320874286,2,1,1,28,1,29,4,7,Not Possible,Entire home/apt,69
4389,52.37532326,4.885442324,1.041660089,4,1.5,2,28,4,29,7,32,Not Possible,Entire home/apt,219
4601,52.34523431,4.860416527,4.609409819,4,1.5,2,28,2,36,2,15,Not Possible,Entire home/apt,125
5372,52.36427187,4.862644732,2.996141436,4,1,1,28,2,36,2,12,Not Possible,Entire home/apt,89
5826,52.3653463,4.872834655,2.371128214,4,1.5,1,28,2,36,2,9,Not Possible,Entire home/apt,124
6346,52.37487053,4.854939804,3.056095306,2,1,1,28,1,28,2,5,Not Possible,Entire home/apt,79
6554,52.35774173,4.91900869,2.728518984,2,1.5,1,28,1,29,4,5,Not Possible,Entire home/apt,67
6644,52.35648799,4.852838021,4.044546095,4,2.5,2,28,2,36,2,5,Not Possible,Entire home/apt,165
6824,52.3579818,4.860829966,3.523284519,4,1.5,2,28,2,36,2,7,Not Possible,Entire home/apt,150
6829,52.35488795,4.915508759,2.912487529,2,1.5,1,28,1,36,2,17,Not Possible,Entire home/apt,98
7076,52.35732132,4.851123902,4.080247573,4,2.5,3,28,2,36,2,0,Not Possible,Entire home/apt,150
7208,52.36541357,4.871001872,2.462419112,2,1,1,28,1,28,2,6,Not Possible,Entire home/apt,79
7258,52.37077239,4.86782587,2.339237172,4,1.5,3,28,1,29,2,8,Not Possible,Entire home/apt,199
7763,52.34000706,4.921258329,4.599175408,4,1,0,28,2,36,3,10,Not Possible,Entire home/apt,75
8255,52.39896068,4.91949174,2.584250611,4,1.5,2,28,2,36,2,7,Not Possible,Entire home/apt,119
8524,52.37092735,4.865290262,2.491453691,2,1,1,28,1,36,2,0,Not Possible,Entire home/apt,80
8683,52.35052965,4.912093307,3.298641835,4,1.5,2,28,2,36,2,5,Not Possible,Entire home/apt,115
8837,52.35075964,4.888658706,3.242677387,2,1,1,28,1,29,3,14,Not Possible,Entire home/apt,99
8949,52.37752231,4.896530094,0.27023599,4,1,0,28,1,29,3,0,Not Possible,Entire home/apt,169
8956,52.35735345,4.89780832,2.428974239,2,1,1,28,1,36,2,17,Not Possible,Entire home/apt,125
9316,52.37053137,4.841359402,4.055410989,2,1.5,1,28,2,29,2,61,Not Possible,Entire home/apt,97
9687,52.35714472,4.850270537,4.138496481,4,1.5,2,28,2,36,2,12,Not Possible,Entire home/apt,123
9694,52.35621541,4.888327894,2.661781474,4,1.5,2,28,2,36,2,11,Not Possible,Entire home/apt,135
10025,52.33451711,4.903681109,4.972542515,4,2.5,3,28,2,36,2,2,Not Possible,Entire home/apt,108
10033,52.35648564,4.915431902,2.746600759,4,2.5,2,28,2,36,2,7,Not Possible,Entire home/apt,135
10078,52.37927089,4.892026284,0.502376605,3,1,1,28,2,36,2,11,Not Possible,Entire home/apt,130
10089,52.39773059,4.931717528,3.006674172,4,1.5,3,28,2,36,2,1,Not Possible,Entire home/apt,150
10314,52.36663589,4.902741574,1.412931301,2,1,0,28,1,29,2,1,Not Possible,Entire home/apt,91
10385,52.36856119,4.90382891,1.2181219,4,1,2,28,1,29,3,0,Not Possible,Entire home/apt,219
11093,52.3755474,4.884870809,1.067406548,4,1,3,28,1,29,3,5,Not Possible,Entire home/apt,229
11530,52.35708196,4.942734815,3.829919118,4,1.5,2,28,2,36,2,0,Not Possible,Entire home/apt,150
11532,52.35291917,4.930985807,3.620279363,4,1.5,2,28,2,29,3,31,Not Possible,Entire home/apt,149
12386,52.39127439,4.872546736,2.26462248,4,1,2,28,1,29,2,0,Not Possible,Entire home/apt,139
12419,52.38859011,4.885019313,1.430703614,2,1,1,28,1,29,3,0,Not Possible,Entire home/apt,99
12632,52.35126461,4.887323556,3.210015075,2,1,1,28,1,29,3,2,Not Possible,Entire home/apt,79
13037,52.37049302,4.865634514,2.488113133,2,1,0,28,1,36,2,8,Not Possible,Entire home/apt,76
13071,52.3593361,4.849360072,4.050770759,4,1,2,28,1,29,3,0,Not Possible,Entire home/apt,149
13484,52.36960088,4.859789724,2.892710317,4,1,2,28,2,36,2,13,Not Possible,Entire home/apt,95
13777,52.38249469,4.88629008,0.964099871,4,2.5,4,28,2,36,2,1,Not Possible,Entire home/apt,200
13792,52.35780445,4.859618599,3.59779675,4,1.5,3,28,2,36,2,7,Not Possible,Entire home/apt,145
13944,52.35040481,4.846847784,4.791949371,2,1,0,28,1,29,2,1,Not Possible,Entire home/apt,79
14023,52.36329906,4.879110817,2.240232519,2,1,1,28,1,29,3,0,Not Possible,Entire home/apt,109
14521,52.38961181,4.916584564,1.641694779,3,1.5,2,28,1,29,4,26,Not Possible,Entire home/apt,109
14672,52.38131247,4.878855393,1.415508206,2,1,1,28,1,29,3,7,Not Possible,Entire home/apt,99
14945,52.36978678,4.86979164,2.266032641,4,1,1,28,1,29,3,1,Not Possible,Entire home/apt,179
11383,52.37442069,4.898198828,0.536431384,2,1,0,28,1,29,1,3,Not Possible,Private room,99
13921,52.37434848,4.897037409,0.561877531,2,1,0,28,1,29,2,2,Not Possible,Private room,109
188,52.37146917,4.852168703,3.319071645,2,1,1,28,1,28,2,0,Possible,Entire home/apt,79
480,52.38338562,4.870512592,2.016244204,2,1,1,28,1,28,2,6,Possible,Entire home/apt,79
898,52.38065413,4.860449854,2.649227414,2,1,1,28,1,28,2,5,Possible,Entire home/apt,79
917,52.3754722,4.858261258,2.823219348,2,1,1,28,1,28,2,0,Possible,Entire home/apt,79
2853,52.37385982,4.8590428,2.803145826,2,1,1,28,1,28,2,5,Possible,Entire home/apt,79
3451,52.3710222,4.847912933,3.610927687,2,1,1,28,1,28,2,14,Possible,Entire home/apt,79
3662,52.36669553,4.864008575,2.775401339,2,1,1,28,1,28,2,10,Possible,Entire home/apt,79
4930,52.37264161,4.864842394,2.456685364,4,1,2,28,1,28,2,3,Possible,Entire home/apt,149
5040,52.37899971,4.874035719,1.722806379,2,1,1,28,1,28,2,3,Possible,Entire home/apt,79
6512,52.37696727,4.863397543,2.456807101,2,1,1,28,1,28,2,4,Possible,Entire home/apt,79
6630,52.36556475,4.868259087,2.600922105,4,1,1,28,1,28,2,3,Possible,Entire home/apt,149
6955,52.38194829,4.874288291,1.732832681,2,1,1,28,1,28,2,17,Possible,Entire home/apt,79
7191,52.38442485,4.851289577,3.316882325,2,1,1,28,1,28,2,2,Possible,Entire home/apt,79
7200,52.37579985,4.850681123,3.328423186,4,1,2,28,1,28,2,0,Possible,Entire home/apt,149
7225,52.37594509,4.87427831,1.743943926,2,1,1,28,1,28,2,2,Possible,Entire home/apt,79
8176,52.36417242,4.856092902,3.380839376,2,1,1,28,1,28,2,5,Possible,Entire home/apt,79
8533,52.36402816,4.86403382,2.933576638,2,1,1,28,1,28,2,9,Possible,Entire home/apt,109
8870,52.37836113,4.851250615,3.269613859,2,1,1,28,1,28,2,2,Possible,Entire home/apt,79
9766,52.3667406,4.873738507,2.225294275,2,1,1,28,1,28,2,8,Possible,Entire home/apt,79
11030,52.3614389,4.865975872,3.007153581,2,1,1,28,1,28,2,11,Possible,Entire home/apt,79
11446,52.37625216,4.856275959,2.945629649,2,1,1,28,1,28,2,5,Possible,Entire home/apt,79
13334,52.36492069,4.859408996,3.144347781,2,1,1,28,1,28,1,12,Possible,Entire home/apt,79
13604,52.37770937,4.854033628,3.08394253,2,1,1,28,1,28,2,11,Possible,Entire home/apt,79
14428,52.36462255,4.877663046,2.191186744,4,1,2,28,1,29,2,0,Possible,Entire home/apt,229
14534,52.37024831,4.866175706,2.465160774,2,1,1,28,1,28,2,5,Possible,Entire home/apt,79
14708,52.35924293,4.859841956,3.482539624,2,1,0,28,1,28,2,5,Possible,Entire home/apt,79
14966,52.37019373,4.873251038,2.038056413,2,1,1,28,1,28,1,8,Possible,Entire home/apt,79
1561,52.37912356,4.877245392,1.504966627,4,1,2,25,1,25,2,7,Not Possible,Entire home/apt,189
2936,52.35127379,4.893747999,3.12595783,4,1,1,25,1,25,3,2,Not Possible,Entire home/apt,99
5925,52.35505247,4.8968831,2.687740087,4,2.5,2,25,1,25,3,2,Not Possible,Entire home/apt,249
8563,52.36736243,4.856940656,3.168141653,4,1.5,2,25,1,25,3,18,Not Possible,Entire home/apt,146
11449,52.35384435,4.894248719,2.838294097,4,1,2,25,2,27,2,2,Not Possible,Entire home/apt,275
13958,52.35532465,4.889055348,2.743786304,2,1,1,25,1,25,2,2,Not Possible,Entire home/apt,134
191,52.3781202,4.878743993,1.408325411,6,2,2,25,4,27,2,17,Possible,Entire home/apt,275
571,52.3651148,4.882759633,1.930132831,4,1.5,3,25,2,27,2,6,Possible,Entire home/apt,300
1644,52.36312548,4.884512094,2.052069441,4,2,4,25,2,27,2,4,Possible,Entire home/apt,300
1765,52.37185594,4.904618527,0.887631327,2,1,1,25,1,25,3,11,Possible,Entire home/apt,129
1886,52.37017671,4.909305692,1.204893069,4,3,3,25,2,27,2,3,Possible,Entire home/apt,300
2419,52.36220144,4.853141064,3.664327099,4,1,2,25,1,25,2,14,Possible,Entire home/apt,109
2462,52.35719046,4.896441524,2.45299064,4,1.5,2,25,2,27,2,11,Possible,Entire home/apt,275
2496,52.36483106,4.889121027,1.742121682,4,1.5,2,25,1,25,2,6,Possible,Entire home/apt,209
2755,52.38493788,4.872437369,1.939227724,4,1,1,25,1,25,3,12,Possible,Entire home/apt,99
3130,52.36485987,4.938237642,3.076917011,3,1,0,25,1,25,2,0,Possible,Entire home/apt,109
3399,52.36135566,4.862221936,3.209469077,2,1,1,25,1,25,2,0,Possible,Entire home/apt,159
3503,52.38261845,4.885216953,1.036749145,2,1.5,1,25,1,25,3,2,Possible,Entire home/apt,129
4583,52.37145989,4.90997846,1.117903332,4,1.5,2,25,2,27,2,5,Possible,Entire home/apt,275
4942,52.34763896,4.849619503,4.870051227,3,1,2,25,1,25,2,3,Possible,Entire home/apt,149
5003,52.36446341,4.884396011,1.928281797,4,2,4,25,8,27,2,7,Possible,Entire home/apt,300
5922,52.36988416,4.910443394,1.275662215,4,1.5,3,25,2,27,2,0,Possible,Entire home/apt,300
6056,52.35410328,4.900058817,2.787979157,4,1.5,2,25,2,27,2,3,Possible,Entire home/apt,295
6283,52.37083501,4.899506303,0.928352599,4,2.5,4,25,2,27,2,18,Possible,Entire home/apt,300
7636,52.37280105,4.865877843,2.384344232,2,1,1,25,1,25,2,0,Possible,Entire home/apt,119
7765,52.35474751,4.874111611,3.213803066,2,1,1,25,1,25,2,1,Possible,Entire home/apt,149
8085,52.36167009,4.851291523,3.802342053,4,1,1,25,1,25,3,3,Possible,Entire home/apt,139
8171,52.35493862,4.854506435,4.068664197,4,1.5,3,25,4,27,2,8,Possible,Entire home/apt,300
8322,52.3571276,4.873052625,3.035397438,8,3,4,25,4,27,2,9,Possible,Entire home/apt,440
8447,52.37803634,4.879864356,1.333475581,4,1,2,25,16,27,2,3,Possible,Entire home/apt,275
9070,52.36884995,4.872092759,2.181722944,4,1.5,2,25,1,25,2,4,Possible,Entire home/apt,149
9206,52.36560453,4.857850764,3.199513642,2,1.5,1,25,1,25,2,0,Possible,Entire home/apt,89
9738,52.35101296,4.913408247,3.27156121,2,1,1,25,1,25,2,0,Possible,Entire home/apt,109
10695,52.37430436,4.898338835,0.547839034,4,1.5,1,25,1,25,2,1,Possible,Entire home/apt,219
10940,52.35437801,4.85579957,4.045560317,4,2.5,2,25,2,27,2,12,Possible,Entire home/apt,235
12043,52.37544031,4.876719691,1.595998191,3,1,0,25,1,25,4,6,Possible,Entire home/apt,84
12995,52.37208304,4.880305967,1.518847948,2,1,1,25,1,25,2,0,Possible,Entire home/apt,169
13178,52.38253342,4.888132786,0.851739072,2,1,1,25,2,25,2,3,Possible,Entire home/apt,105
13319,52.36467506,4.88280344,1.968235606,4,2.5,4,25,2,27,2,14,Possible,Entire home/apt,300
13865,52.35240462,4.892783429,3.010402488,4,1.5,2,25,2,27,2,11,Possible,Entire home/apt,275
13871,52.37146776,4.910573577,1.143509827,4,1.5,3,25,2,27,2,5,Possible,Entire home/apt,300
13967,52.35590493,4.888515231,2.691365958,4,1,1,25,1,25,2,4,Possible,Entire home/apt,159
14207,52.36628067,4.892705885,1.50525469,4,1.5,2,25,2,27,7,4,Possible,Entire home/apt,300
14611,52.35939033,4.851081569,3.949960643,2,1.5,1,25,1,25,3,0,Possible,Entire home/apt,99
1120,52.35689437,4.888613264,2.583936759,4,1,1,24,2,36,7,2,Not Possible,Entire home/apt,125
3723,52.36032383,4.857896224,3.512334852,4,2,2,24,1,36,7,0,Not Possible,Entire home/apt,200
4227,52.38560569,4.890173651,0.950123046,2,1,0,24,1,36,2,1,Not Possible,Entire home/apt,120
4265,52.36118241,4.85698386,3.50686912,4,3,3,24,1,36,1,0,Not Possible,Entire home/apt,235
4815,52.37542749,4.891526092,0.679914544,2,1,1,24,1,36,2,8,Not Possible,Entire home/apt,125
4893,52.37137247,4.873351358,1.970976288,4,1,2,24,1,36,3,26,Not Possible,Entire home/apt,185
5181,52.38369099,4.890083619,0.807646572,2,1,0,24,1,36,2,0,Not Possible,Entire home/apt,125
6959,52.35666911,4.888626411,2.607697169,4,1,1,24,2,36,7,2,Not Possible,Entire home/apt,125
8571,52.35688085,4.889097752,2.576237322,4,1,1,24,2,36,7,6,Not Possible,Entire home/apt,125
10392,52.36474546,4.894529387,1.639129179,4,1,2,24,1,36,2,20,Not Possible,Entire home/apt,180
10730,52.35516948,4.888912524,2.762943378,4,1,2,24,2,36,7,0,Not Possible,Entire home/apt,150
10771,52.36995735,4.875676376,1.910365662,4,2,2,24,1,36,3,4,Not Possible,Entire home/apt,185
10926,52.36358945,4.899830191,1.73371318,4,1,2,24,1,36,7,1,Not Possible,Entire home/apt,240
10983,52.35691404,4.90040827,2.476195588,4,1,3,24,1,36,7,0,Not Possible,Entire home/apt,225
11102,52.3653805,4.893138461,1.592752054,4,2.5,2,24,1,36,2,14,Not Possible,Entire home/apt,250
11195,52.36189356,4.89178094,1.99080976,2,1,1,24,1,36,30,0,Not Possible,Entire home/apt,150
11902,52.37461671,4.886480791,1.014865152,2,1,1,24,1,36,2,12,Not Possible,Entire home/apt,185
12810,52.35958422,4.855766518,3.677403447,4,2,2,24,1,36,7,0,Not Possible,Entire home/apt,200
13628,52.36886904,4.873937103,2.075225974,4,1,1,24,1,36,3,16,Not Possible,Entire home/apt,185
14302,52.36139861,4.858312217,3.419287175,4,1,4,24,1,36,7,0,Not Possible,Entire home/apt,235
14463,52.36859736,4.881217923,1.706483132,4,1,3,24,1,36,7,3,Not Possible,Entire home/apt,240
1550,52.37177851,4.886842744,1.186353518,4,1,2,24,1,36,2,16,Not Possible,Private room,200
2699,52.37591268,4.986186029,5.896446486,6,1.5,3,24,1,36,3,0,Possible,Entire home/apt,250
13298,52.37332555,4.890536778,0.888038905,4,1.5,2,24,1,36,5,0,Possible,Entire home/apt,300
148,52.34548982,4.859105426,4.638122355,4,1,2,20,2,24,3,2,Not Possible,Entire home/apt,95
624,52.34949975,4.889069514,3.373309119,2,1,1,20,2,24,3,0,Not Possible,Entire home/apt,80
698,52.36936955,4.926749137,2.150690986,4,1,0,20,2,24,3,82,Not Possible,Entire home/apt,105
850,52.36633925,4.959115243,4.293633715,6,1.5,0,20,2,24,3,0,Not Possible,Entire home/apt,98
1502,52.36168941,4.86109002,3.247873388,3,1.5,1,20,2,24,2,7,Not Possible,Entire home/apt,85
2075,52.37948774,4.868687582,2.085719198,3,1,0,20,2,24,2,1,Not Possible,Entire home/apt,54
4727,52.36073162,4.858175131,3.470184276,3,1,1,20,2,24,3,2,Not Possible,Entire home/apt,140
4967,52.37513741,4.881146604,1.319554553,4,1.5,2,20,2,24,3,29,Not Possible,Entire home/apt,149
5620,52.37961545,4.880455124,1.28808341,3,1,1,20,2,24,4,1,Not Possible,Entire home/apt,120
5782,52.35663589,4.871567092,3.139354562,4,2,2,20,2,24,3,17,Not Possible,Entire home/apt,110
6479,52.37291773,4.905279047,0.801907376,4,1,2,20,2,24,3,9,Not Possible,Entire home/apt,168
6574,52.39294568,4.871919995,2.412167998,4,1.5,1,20,2,24,3,3,Not Possible,Entire home/apt,280
7820,52.39273965,4.871904562,2.398541735,3,1.5,2,20,2,24,3,0,Not Possible,Entire home/apt,157
8707,52.36892729,4.850616274,3.502533598,3,1,1,20,2,24,1,2,Not Possible,Entire home/apt,162
8976,52.36834848,4.883122774,1.635634769,4,1.5,1,20,2,24,2,4,Not Possible,Entire home/apt,130
10026,52.3599191,4.868038463,3.020296472,4,1,1,20,2,24,3,36,Not Possible,Entire home/apt,114
11250,52.3624195,4.914820821,2.136104768,4,1.5,2,20,2,24,3,2,Not Possible,Entire home/apt,160
12918,52.36927273,4.865800527,2.53373307,4,1,2,20,2,24,2,11,Not Possible,Entire home/apt,140
12935,52.37058056,4.849614197,3.512401503,4,1,2,20,2,24,3,0,Not Possible,Entire home/apt,97
14048,52.36159151,4.85458133,3.617134527,3,2,2,20,2,24,3,1,Not Possible,Entire home/apt,98
2021,52.35271426,5.001090552,7.499264558,4,1,3,19,1,21,2,0,Not Possible,Entire home/apt,149
