#,latitude,longitude,d_centre,accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,minimum_nights,number_of_reviews,instant_bookable,room_type,review_avg,price
9850,52.37994425,5.000105588,6.829659577,4,1,2,1,2,1,2,2,Possible,Entire home/apt,0.849020524,100
9894,52.37340055,4.873043648,1.902150456,4,1,2,1,2,1,2,2,Not Possible,Entire home/apt,0.823341572,160
9912,52.37019302,4.849106677,3.557418708,4,1,2,1,2,1,2,9,Not Possible,Entire home/apt,0.72675877,110
9929,52.33407639,4.877324096,5.232851505,4,1,2,1,2,1,2,2,Not Possible,Entire home/apt,0.754990545,99
9996,52.36003905,4.795104951,7.391396586,4,1,2,2,2,2,2,1,Not Possible,Entire home/apt,0.761816611,120
10020,52.36363377,4.864305507,2.944031523,4,1,2,1,2,1,2,30,Not Possible,Entire home/apt,0.774012245,115
10094,52.34579439,4.900339905,3.711492142,4,1,2,1,2,1,2,0,Not Possible,Entire home/apt,0.743259704,120
10103,52.35751415,4.9069313,2.461794784,4,1,2,1,2,1,2,8,Not Possible,Entire home/apt,0.794408725,180
10141,52.38046308,4.886318858,0.900639808,4,1,2,1,2,1,2,35,Not Possible,Entire home/apt,0.838496648,175
10214,52.35677798,4.899509161,2.490433287,4,1,2,1,2,1,2,3,Not Possible,Entire home/apt,0.857123272,120
10260,52.36675369,4.872592929,2.285803222,4,1,2,1,2,1,2,25,Not Possible,Entire home/apt,0.71910833,150
10309,52.36622687,4.840945746,4.22125581,4,1,2,1,2,1,2,8,Not Possible,Entire home/apt,0.851473157,100
10312,52.32570754,4.88005022,6.086979745,4,1,2,1,2,1,2,63,Possible,Entire home/apt,0.704574314,100
10361,52.38752719,4.883204881,1.438694786,4,1,2,1,2,1,2,1,Not Possible,Entire home/apt,0.939482552,85
10362,52.38007068,4.869311882,2.045440565,4,1,2,1,2,1,2,0,Not Possible,Entire home/apt,0.864903881,120
10375,52.3694334,4.867343682,2.431871203,4,1,2,1,2,1,2,6,Not Possible,Entire home/apt,0.845890046,150
10379,52.38004925,4.887874747,0.789711499,4,1,2,1,2,1,2,19,Not Possible,Entire home/apt,0.786715417,195
10394,52.37648739,4.855547036,2.992034264,4,1,2,1,2,1,2,15,Not Possible,Entire home/apt,0.738254974,145
10426,52.36626506,4.899532341,1.436190545,4,1,2,1,2,1,2,15,Not Possible,Private room,0.77739939,200
10436,52.3748272,4.87798657,1.533367141,4,1,2,2,2,3,2,21,Possible,Entire home/apt,0.865652644,150
10437,52.4178216,4.905628972,4.313572083,4,1,2,2,2,2,2,1,Not Possible,Entire home/apt,0.85844928,110
10484,52.35489108,4.846659881,4.484627419,4,1,2,1,2,1,2,1,Not Possible,Entire home/apt,0.816939213,75
10485,52.35807586,4.910248285,2.458322546,4,1,2,1,2,1,2,1,Not Possible,Entire home/apt,0.841702634,145
10512,52.37507458,4.900520131,0.463146893,4,1,2,1,2,1,2,107,Not Possible,Entire home/apt,0.792666455,162
10534,52.36149558,4.854890705,3.605299266,4,1,2,1,2,1,2,6,Not Possible,Entire home/apt,0.762452393,100
10565,52.36871109,4.932279207,2.514350651,4,1,2,1,2,1,2,14,Not Possible,Entire home/apt,0.837068682,150
10594,52.36414587,4.884663424,1.948928575,4,1,2,1,2,1,2,1,Not Possible,Entire home/apt,0.751746728,160
10635,52.34895732,4.864331947,4.118120386,4,1,2,1,2,1,2,12,Not Possible,Entire home/apt,0.730473971,149
10677,52.37914794,4.87467078,1.679602289,4,1,2,1,2,1,2,50,Not Possible,Entire home/apt,0.842405965,135
10767,52.35421999,4.924955918,3.270863388,4,1,2,1,2,1,2,38,Not Possible,Entire home/apt,0.794692695,79
10774,52.34587646,4.894144284,3.719202729,4,1,2,1,2,1,2,14,Not Possible,Entire home/apt,0.721730867,79
10782,52.36021367,4.855021845,3.677664453,4,1,2,1,2,1,2,6,Not Possible,Entire home/apt,0.77478505,107
10790,52.36804578,4.922004642,1.969453263,4,1,2,1,2,1,2,9,Not Possible,Entire home/apt,0.767018465,200
10810,52.38582384,4.846619954,3.657228221,4,1,2,1,2,1,2,27,Not Possible,Entire home/apt,0.801837445,200
10813,52.38469783,4.874252042,1.814291162,4,1,2,1,2,1,2,4,Not Possible,Entire home/apt,0.833576688,125
10850,52.375004,4.879188374,1.449824323,4,1,2,1,2,1,2,5,Not Possible,Entire home/apt,0.746913793,275
10859,52.344896,4.892180748,3.842443152,4,1,2,1,2,1,2,0,Not Possible,Entire home/apt,0.712578095,250
10958,52.36732293,4.901151722,1.323775661,4,1,2,1,2,1,2,11,Not Possible,Entire home/apt,0.715363119,170
10976,52.38382284,4.815792724,5.696577594,4,1,2,2,2,3,2,0,Not Possible,Entire home/apt,0.767436231,140
11017,52.36597658,4.937067509,2.945458148,4,1,2,1,2,1,2,37,Not Possible,Entire home/apt,0.701369157,175
11101,52.38013935,4.879311134,1.368884667,4,1,2,1,2,1,2,16,Not Possible,Entire home/apt,0.859161533,135
11144,52.36693195,4.851788138,3.507538132,4,1,2,1,2,1,2,24,Not Possible,Entire home/apt,0.754613195,105
11152,52.35592824,4.885336032,2.756107909,4,1,2,1,2,1,2,36,Not Possible,Entire home/apt,0.763577438,253
11207,52.35460319,4.892243283,2.775290922,4,1,2,1,2,1,2,12,Not Possible,Entire home/apt,0.758248308,150
11261,52.35202554,5.005663719,7.814944825,4,1,2,1,2,1,2,3,Not Possible,Entire home/apt,0.815259343,80
11310,52.35531652,4.924680851,3.157976695,4,1,2,1,2,1,2,16,Possible,Entire home/apt,0.748287878,109
11369,52.36301218,4.896758863,1.806770113,4,1,2,2,2,2,2,59,Not Possible,Entire home/apt,0.701182995,275
11390,52.37365145,4.858401224,2.85061701,4,1,2,1,2,1,2,10,Possible,Entire home/apt,0.807712914,180
11449,52.35384435,4.894248719,2.838294097,4,1,2,25,2,27,2,2,Not Possible,Entire home/apt,0.76323348,275
11508,52.37449218,4.880649938,1.376833791,4,1,2,1,2,1,2,58,Not Possible,Private room,0.830557695,200
11622,52.38475435,4.930247734,2.179873996,4,1,2,1,2,1,2,18,Not Possible,Entire home/apt,0.708133606,110
11626,52.36985704,4.86551583,2.523757738,4,1,2,1,2,1,2,19,Not Possible,Entire home/apt,0.84616521,150
11640,52.34504451,4.899711806,3.794358354,4,1,2,1,2,1,2,4,Not Possible,Entire home/apt,0.755486203,160
11675,52.37348858,4.848181446,3.533945676,4,1,2,1,2,1,2,22,Not Possible,Entire home/apt,0.828851962,120
11695,52.36365298,4.836834062,4.584472886,4,1,2,1,2,1,2,10,Not Possible,Entire home/apt,0.70767509,70
11723,52.359355,4.854828009,3.743839814,4,1,2,1,2,1,2,10,Not Possible,Entire home/apt,0.823029597,130
11801,52.34400393,4.89296614,3.934480814,4,1,2,1,2,1,2,70,Not Possible,Entire home/apt,0.733017352,145
11810,52.37906278,4.82251226,5.21776458,4,1,2,1,2,1,2,16,Not Possible,Entire home/apt,0.898150682,100
11869,52.36433184,4.875364329,2.322051763,4,1,2,1,2,1,2,0,Not Possible,Entire home/apt,0.825472766,160
11939,52.36241762,4.887160544,2.041210764,4,1,2,1,2,1,2,4,Not Possible,Entire home/apt,0.713662628,180
11977,52.37105052,4.932023715,2.388919447,4,1,2,3,2,3,2,7,Possible,Entire home/apt,0.897560149,99
11986,52.38546857,4.87094538,2.054318278,4,1,2,2,2,2,2,11,Not Possible,Entire home/apt,0.794133248,115
11995,52.38336989,4.917435433,1.306651067,4,1,2,1,2,1,2,0,Not Possible,Entire home/apt,0.876087035,125
12102,52.37415036,4.88713869,1.004430588,4,1,2,1,2,1,2,9,Not Possible,Entire home/apt,0.714429814,160
12156,52.3962691,4.904650222,1.930752919,4,1,2,1,2,1,2,0,Not Possible,Entire home/apt,0.814084627,150
12216,52.36116607,4.859432668,3.372834381,4,1,2,1,2,1,2,3,Not Possible,Entire home/apt,0.728982502,130
12259,52.36192979,4.936400957,3.157556118,4,1,2,1,2,1,2,387,Possible,Entire home/apt,0.729516881,100
12272,52.34425831,4.88722032,3.969137142,4,1,2,1,2,1,2,28,Not Possible,Private room,0.82998524,150
12295,52.35036737,4.847656797,4.754016924,4,1,2,1,2,1,2,4,Not Possible,Entire home/apt,0.725168283,130
12306,52.36026114,4.934994757,3.20101908,4,1,2,1,2,1,2,6,Not Possible,Entire home/apt,0.787562978,85
12328,52.35691241,4.876455085,2.925469935,4,1,2,2,2,2,2,2,Not Possible,Entire home/apt,0.894375328,115
12458,52.38115268,4.868254463,2.126023746,4,1,2,1,2,1,2,17,Not Possible,Entire home/apt,0.723317422,119
12459,52.36956025,4.881757002,1.607040624,4,1,2,1,2,1,2,68,Not Possible,Entire home/apt,0.717581995,275
12541,52.34964961,4.909507969,3.353032427,4,1,2,1,2,1,2,3,Not Possible,Entire home/apt,0.740296281,125
12637,52.3634134,4.944237683,3.509231845,4,1,2,1,2,1,2,4,Not Possible,Entire home/apt,0.780766703,125
12656,52.37886757,4.884441069,1.017464211,4,1,2,1,2,1,2,25,Not Possible,Entire home/apt,0.729792802,200
12708,52.3883392,4.886516328,1.342101858,4,1,2,1,2,1,2,3,Not Possible,Entire home/apt,0.759965699,210
12715,52.36783218,4.871315171,2.287169261,4,1,2,1,2,1,2,2,Not Possible,Entire home/apt,0.72638163,170
12732,52.34819308,4.899099854,3.444498914,4,1,2,1,2,1,2,0,Not Possible,Entire home/apt,0.763672648,160
12827,52.34522585,4.912393471,3.875312122,4,1,2,1,2,1,2,5,Not Possible,Entire home/apt,0.749608057,100
12850,52.35179948,4.897608685,3.046174675,4,1,2,1,2,1,2,2,Not Possible,Entire home/apt,0.719720292,144
12876,52.37017666,4.849989667,3.500490108,4,1,2,1,2,1,2,0,Not Possible,Entire home/apt,0.821663991,110
12878,52.34765098,4.911349788,3.596780767,4,1,2,1,2,1,2,29,Possible,Entire home/apt,0.744165598,175
12918,52.36927273,4.865800527,2.53373307,4,1,2,20,2,24,2,11,Not Possible,Entire home/apt,0.750347671,140
12999,52.35944677,4.86053049,3.432106407,4,1,2,2,2,2,2,1,Not Possible,Private room,0.763683099,149
13048,52.36123832,4.854983114,3.615745434,4,1,2,1,2,1,2,6,Possible,Entire home/apt,0.779270755,130
13069,52.37972485,4.877863531,1.464219306,4,1,2,1,2,2,2,2,Possible,Entire home/apt,0.85595494,150
13072,52.32720895,4.8801827,5.92219296,4,1,2,1,2,1,2,2,Not Possible,Entire home/apt,0.875718621,100
13095,52.4213686,4.889920506,4.731359881,4,1,2,2,2,2,2,20,Possible,Entire home/apt,0.722199846,135
13120,52.38706422,4.929938779,2.246738607,4,1,2,1,2,1,2,213,Possible,Entire home/apt,0.874573372,122
13160,52.37639221,4.839729807,4.061831991,4,1,2,1,2,1,2,31,Not Possible,Entire home/apt,0.842813219,115
13170,52.35170198,4.934540779,3.873725845,4,1,2,1,2,1,2,2,Possible,Entire home/apt,0.741813313,90
13194,52.38933554,4.883198048,1.575942675,4,1,2,1,2,5,2,71,Not Possible,Private room,0.976591471,80
13250,52.37904472,4.894829174,0.312574236,4,1,2,1,2,1,2,59,Not Possible,Entire home/apt,0.816264775,250
13274,52.40619609,4.907385632,3.049259999,4,1,2,1,2,1,2,21,Not Possible,Entire home/apt,0.884807824,90
13288,52.38468481,4.852663884,3.230476899,4,1,2,1,2,1,2,9,Not Possible,Entire home/apt,0.715000064,90
13374,52.34912073,4.895891347,3.349962124,4,1,2,1,2,1,2,3,Not Possible,Entire home/apt,0.723879459,150
13398,52.38000913,4.883382879,1.092413269,4,1,2,42,2,43,2,19,Not Possible,Entire home/apt,0.828631861,110
13402,52.35177963,4.830425099,5.585915376,4,1,2,1,2,1,2,3,Not Possible,Entire home/apt,0.7532598,125
13484,52.36960088,4.859789724,2.892710317,4,1,2,28,2,36,2,13,Not Possible,Entire home/apt,0.831670637,95
13496,52.37492249,4.904456318,0.583954542,4,1,2,1,2,1,2,48,Not Possible,Entire home/apt,0.756175544,295
13500,52.31865017,4.977307165,8.55585845,4,1,2,1,2,2,2,19,Not Possible,Entire home/apt,0.755349307,120
13516,52.37130266,4.891937389,1.013145937,4,1,2,1,2,1,2,0,Not Possible,Private room,0.785404298,127
13541,52.36159085,4.856787251,3.492204024,4,1,2,1,2,1,2,13,Possible,Entire home/apt,0.719410837,180
13709,52.37383808,4.861414826,2.646623759,4,1,2,1,2,1,2,5,Not Possible,Entire home/apt,0.734365129,149
13742,52.35749254,4.902710421,2.421268125,4,1,2,1,2,1,2,22,Not Possible,Entire home/apt,0.768167171,150
13780,52.36279481,4.873277692,2.543139526,4,1,2,1,2,1,2,44,Not Possible,Private room,0.865007231,140
13824,52.37202251,4.870931151,2.091018672,4,1,2,1,2,1,2,66,Not Possible,Entire home/apt,0.701725021,250
13846,52.36379778,4.876422975,2.315609713,4,1,2,3,2,2,2,5,Not Possible,Entire home/apt,0.811695249,120
13975,52.34754915,4.896706435,3.520839693,4,1,2,1,2,1,2,21,Not Possible,Entire home/apt,0.78970176,180
14003,52.35731244,4.928808233,3.143740543,4,1,2,1,2,1,2,1,Not Possible,Entire home/apt,0.746916079,135
14061,52.37322138,4.85890845,2.827865766,4,1,2,1,2,1,2,9,Not Possible,Entire home/apt,0.883994206,95
14074,52.35311568,4.898042194,2.898932453,4,1,2,1,2,1,2,16,Not Possible,Entire home/apt,0.776238886,198
14104,52.36821296,4.91859437,1.782682118,4,1,2,1,2,1,2,41,Not Possible,Entire home/apt,0.86456181,125
14135,52.37440994,4.862936305,2.532050749,4,1,2,1,2,1,2,3,Not Possible,Entire home/apt,0.771516854,150
14147,52.38669236,4.921934858,1.739298542,4,1,2,2,2,2,2,2,Not Possible,Entire home/apt,0.845801433,110
14213,52.36328214,4.862136719,3.086578899,4,1,2,1,2,1,2,5,Not Possible,Entire home/apt,0.707295539,99
14238,52.3717749,4.849511866,3.485300115,4,1,2,2,2,3,2,36,Possible,Entire home/apt,0.752513775,138
14266,52.34872495,4.849781413,4.776119641,4,1,2,2,2,2,2,52,Not Possible,Entire home/apt,0.795629471,98
14271,52.34635265,4.848221941,5.038909516,4,1,2,1,2,1,2,21,Not Possible,Entire home/apt,0.89343335,90
14285,52.374191,4.935573556,2.513967553,4,1,2,1,2,1,2,1,Not Possible,Entire home/apt,0.838225626,175
14329,52.40028765,4.931311413,3.189304291,4,1,2,2,2,2,2,9,Not Possible,Entire home/apt,0.783355685,169
14333,52.38480897,4.871350464,2.004477106,4,1,2,1,2,1,2,69,Possible,Entire home/apt,0.729341044,150
14366,52.36399673,4.864025642,2.936038073,4,1,2,1,2,1,2,7,Not Possible,Entire home/apt,0.77410453,160
14393,52.38566603,4.871030447,2.05646528,4,1,2,1,2,1,2,3,Not Possible,Entire home/apt,0.766556411,135
14403,52.35407373,4.899175065,2.790991102,4,1,2,1,2,1,2,0,Not Possible,Entire home/apt,0.710377729,230
14433,52.37763292,4.87348086,1.768816423,4,1,2,1,2,1,2,22,Not Possible,Entire home/apt,0.760975665,185
14438,52.35981371,4.8607071,3.396900764,4,1,2,1,2,1,2,4,Not Possible,Entire home/apt,0.781628509,90
14440,52.36539793,4.92568875,2.34994727,4,1,2,1,2,1,2,82,Not Possible,Entire home/apt,0.837758983,129
14453,52.37170979,4.886510962,1.207899493,4,1,2,1,2,1,2,30,Possible,Entire home/apt,0.779504945,199
14469,52.34703204,4.873500955,3.983174073,4,1,2,1,2,1,2,4,Not Possible,Entire home/apt,0.84129611,150
14488,52.37268625,4.886615186,1.130515485,4,1,2,1,2,2,2,7,Not Possible,Entire home/apt,0.85113349,160
14581,52.36361621,4.896062643,1.745552063,4,1,2,2,2,2,2,0,Possible,Entire home/apt,0.804992258,185
14607,52.35348806,4.847900941,4.514705516,4,1,2,1,2,1,2,4,Not Possible,Entire home/apt,0.700572537,119
14671,52.3668989,4.853224354,3.419422065,4,1,2,1,2,1,2,14,Not Possible,Entire home/apt,0.860554393,140
14710,52.36958538,4.855426614,3.170356328,4,1,2,1,2,1,2,23,Possible,Entire home/apt,0.725939155,219
14767,52.37047581,4.880083052,1.631073055,4,1,2,1,2,1,2,8,Not Possible,Entire home/apt,0.809517052,240
14812,52.38258439,4.966461875,4.562454465,4,1,2,1,2,1,2,37,Not Possible,Private room,0.706539257,95
14838,52.36838143,4.871326079,2.253429003,4,1,2,2,2,2,2,20,Not Possible,Entire home/apt,0.707741793,200
14857,52.35581541,4.881491035,2.868482961,4,1,2,1,2,1,2,21,Not Possible,Private room,0.839655662,130
14896,52.37108975,4.87453023,1.914088825,4,1,2,1,2,1,2,14,Not Possible,Entire home/apt,0.801843183,120
405,52.35331247,4.869664102,3.514018738,4,1,3,1,2,1,2,3,Not Possible,Entire home/apt,0.833711482,190
817,52.35412143,4.890952364,2.844424559,4,1,3,1,2,1,2,31,Not Possible,Entire home/apt,0.742340476,149
831,52.35275064,4.899819183,2.938083849,4,1,3,2,2,3,2,5,Not Possible,Private room,0.934523389,35
894,52.3931534,4.94472472,3.441682401,4,1,3,1,2,1,2,4,Possible,Entire home/apt,0.882911235,85
952,52.39831471,4.925242169,2.75342878,4,1,3,1,2,1,2,1,Not Possible,Entire home/apt,0.830079066,168
1087,52.36164169,4.849970396,3.881194745,4,1,3,1,2,2,2,1,Not Possible,Entire home/apt,0.716998175,250
1159,52.33422983,4.877156623,5.219798082,4,1,3,1,2,1,2,8,Not Possible,Entire home/apt,0.731226851,129
1238,52.35496931,4.916233362,2.9229312,4,1,3,1,2,1,2,12,Not Possible,Entire home/apt,0.727036852,160
1753,52.32802769,4.858678998,6.322451971,4,1,3,1,2,1,2,0,Possible,Entire home/apt,0.890228519,130
1928,52.35401917,4.865787649,3.610334375,4,1,3,1,2,1,2,2,Not Possible,Entire home/apt,0.726237205,150
2409,52.39120288,4.923323863,2.099639751,4,1,3,1,2,1,2,10,Not Possible,Entire home/apt,0.880570237,140
2635,52.34922963,4.908850418,3.390040496,4,1,3,1,2,1,2,2,Not Possible,Entire home/apt,0.851706267,160
2642,52.37446667,4.838345913,4.176988688,4,1,3,1,2,1,2,11,Not Possible,Entire home/apt,0.846741097,115
2951,52.33403317,4.875143969,5.281742635,4,1,3,1,2,1,2,13,Not Possible,Entire home/apt,0.72216538,119
3092,52.36164758,4.85082505,3.830835577,4,1,3,1,2,1,2,1,Not Possible,Entire home/apt,0.927020189,120
3442,52.36514811,4.865325406,2.790817082,4,1,3,1,2,1,2,29,Not Possible,Entire home/apt,0.771951602,220
3578,52.35657647,4.923801262,3.008079731,4,1,3,1,2,1,2,5,Not Possible,Entire home/apt,0.770149496,170
3681,52.34112607,4.909426488,4.283794666,4,1,3,1,2,1,2,2,Not Possible,Entire home/apt,0.841793038,120
3860,52.36034622,4.977018917,5.665405171,4,1,3,1,2,1,2,4,Possible,Entire home/apt,0.861775589,100
4403,52.36526348,4.985507714,6.041434628,4,1,3,1,2,1,2,32,Not Possible,Entire home/apt,0.777599539,135
5025,52.37364085,4.934498587,2.457533466,4,1,3,1,2,1,2,48,Not Possible,Entire home/apt,0.768544105,125
5411,52.38803339,4.936867772,2.722818524,4,1,3,2,2,2,2,13,Not Possible,Entire home/apt,0.782747564,140
5679,52.38938278,4.879319405,1.773125354,4,1,3,1,2,1,2,9,Not Possible,Entire home/apt,0.800484177,225
5905,52.37918183,4.996370323,6.57582334,4,1,3,1,2,1,2,4,Possible,Entire home/apt,0.746282256,90
6546,52.36015171,4.855463136,3.657153999,4,1,3,1,2,1,2,6,Not Possible,Entire home/apt,0.722781815,110
6833,52.35880993,4.857154351,3.654678294,4,1,3,1,2,1,2,2,Possible,Entire home/apt,0.781056588,100
7186,52.37707965,4.859919311,2.690546734,4,1,3,1,2,1,2,40,Not Possible,Entire home/apt,0.820674588,274
7661,52.41813045,4.902587733,4.332663652,4,1,3,1,2,1,2,1,Possible,Entire home/apt,0.870390804,80
7870,52.39277341,4.944002653,3.378977791,4,1,3,1,2,1,2,0,Not Possible,Entire home/apt,0.951121778,80
8041,52.36966693,4.868586767,2.344851479,4,1,3,1,2,1,2,11,Not Possible,Entire home/apt,0.839715967,149
8217,52.3637798,4.889925305,1.829772937,4,1,3,1,2,1,2,2,Not Possible,Entire home/apt,0.746165129,200
8658,52.357105,4.919422406,2.804011984,4,1,3,1,2,1,2,16,Not Possible,Entire home/apt,0.728934084,178
8941,52.34730039,4.911862217,3.642649117,4,1,3,1,2,1,2,2,Possible,Entire home/apt,0.733998612,190
9522,52.34749907,4.892450887,3.553258544,4,1,3,1,2,1,2,0,Not Possible,Entire home/apt,0.780895508,250
9703,52.35362231,4.895187727,2.85565361,4,1,3,1,2,1,2,4,Not Possible,Entire home/apt,0.723355285,200
9847,52.37684986,4.932036934,2.227084823,4,1,3,1,2,1,2,2,Not Possible,Entire home/apt,0.903829224,150
10040,52.3657458,4.874599312,2.251640157,4,1,3,1,2,1,2,4,Not Possible,Entire home/apt,0.751333068,190
10167,52.3669164,4.855216494,3.295152201,4,1,3,1,2,1,2,8,Not Possible,Entire home/apt,0.771184986,120
10301,52.35213352,4.911097864,3.109023343,4,1,3,1,2,1,2,235,Not Possible,Private room,0.910388991,90
11003,52.38639036,4.955662956,3.89719804,4,1,3,1,2,1,2,2,Not Possible,Entire home/apt,0.775268277,88
11076,52.35673451,4.872067683,3.110216843,4,1,3,1,2,1,2,18,Not Possible,Entire home/apt,0.750679334,295
12044,52.35833282,4.935278041,3.359651499,4,1,3,1,2,1,2,8,Not Possible,Entire home/apt,0.823029895,125
13355,52.37384614,4.860806934,2.686625715,4,1,3,1,2,1,2,22,Not Possible,Entire home/apt,0.932650063,130
13449,52.36751479,4.85589443,3.226009842,4,1,3,1,2,1,2,8,Not Possible,Entire home/apt,0.762694244,150
13683,52.35414377,4.997454591,7.210075313,4,1,3,1,2,1,2,6,Not Possible,Entire home/apt,0.791258159,150
13736,52.3607557,4.98876159,6.397742378,4,1,3,1,2,1,2,1,Not Possible,Entire home/apt,0.712817807,420
14076,52.35195272,5.002488363,7.619872258,4,1,3,1,2,1,2,0,Not Possible,Entire home/apt,0.847903244,120
14133,52.35296612,4.937451315,3.891933815,4,1,3,1,2,1,2,4,Not Possible,Entire home/apt,0.725711736,250
14841,52.36877056,4.851803684,3.432307205,4,1,3,2,2,2,2,98,Not Possible,Entire home/apt,0.869162783,125
4824,52.3964488,4.951159685,3.998359787,4,1,4,1,2,1,2,1,Possible,Entire home/apt,0.983368149,90
11029,52.35466254,4.910151846,2.820913683,4,1,4,1,2,1,2,2,Not Possible,Entire home/apt,0.835514148,300
11978,52.36181727,4.853915007,3.641881561,4,1,4,1,2,1,2,2,Not Possible,Entire home/apt,0.87625194,150
4806,52.36963567,4.91156991,1.343584385,4,1,5,1,2,1,2,3,Not Possible,Entire home/apt,0.900704698,230
3036,52.36205692,4.875107583,2.519506421,5,1,1,3,2,3,2,84,Not Possible,Entire home/apt,0.723253821,110
3562,52.37303586,4.876380811,1.706667211,5,1,2,1,2,1,2,23,Not Possible,Entire home/apt,0.740799575,165
5560,52.38253268,4.841000412,3.980833932,5,1,2,1,2,1,2,18,Possible,Entire home/apt,0.892580658,90
6399,52.3886981,4.940432426,2.974999704,5,1,2,1,2,1,2,2,Not Possible,Entire home/apt,0.805139784,115
6738,52.3647981,4.84665823,3.921304401,5,1,2,2,2,3,2,8,Possible,Entire home/apt,0.702247552,185
8373,52.37219366,4.889115395,1.045952486,5,1,2,1,2,1,2,0,Not Possible,Entire home/apt,0.727419181,285
9558,52.34204381,4.907120889,4.160620687,5,1,2,1,2,1,2,6,Not Possible,Entire home/apt,0.812676044,99
10921,52.34637173,4.891329005,3.68803379,5,1,2,1,2,1,2,28,Not Possible,Entire home/apt,0.790808487,165
12864,52.34853634,4.891264865,3.451059453,5,1,2,1,2,1,2,12,Not Possible,Entire home/apt,0.789553541,120
37,52.35591651,4.877233499,2.992775949,5,1,3,1,2,1,2,19,Not Possible,Entire home/apt,0.799158488,299
736,52.38828744,4.94618339,3.328377006,5,1,3,1,2,1,2,4,Not Possible,Entire home/apt,0.946091304,90
1498,52.36703136,4.835419464,4.548078786,5,1,3,1,2,1,2,4,Not Possible,Entire home/apt,0.746019548,225
5445,52.35752591,4.845493356,4.380497229,5,1,3,1,2,1,2,1,Possible,Entire home/apt,0.982932656,100
5743,52.37227579,4.924238715,1.849998996,5,1,3,1,2,1,2,3,Not Possible,Entire home/apt,0.736977009,200
6688,52.36830932,4.851453911,3.47218432,5,1,3,2,2,3,2,1,Not Possible,Entire home/apt,0.77072733,200
8578,52.36454356,4.935647957,2.947258388,5,1,3,1,2,1,2,10,Not Possible,Entire home/apt,0.826704657,150
9359,52.35270152,4.916112356,3.153563424,5,1,3,1,2,1,2,33,Not Possible,Entire home/apt,0.750862459,175
11787,52.35265038,4.7893121,8.033022347,5,1,3,1,2,1,2,2,Not Possible,Entire home/apt,0.859972164,131
2709,52.38945224,4.939944936,2.975199891,6,1,1,1,2,1,2,85,Possible,Private room,0.785454782,123
12746,52.36416523,4.897744433,1.6734345,6,1,1,1,2,1,2,106,Possible,Entire home/apt,0.775553652,180
7616,52.34971491,4.849210939,4.726591862,6,1,2,1,2,1,2,161,Not Possible,Entire home/apt,0.7988816,99
12116,52.3630943,4.898616681,1.789378558,6,1,2,1,2,9,2,75,Not Possible,Private room,0.845185909,125
13221,52.39006218,4.941401869,3.092532804,6,1,2,5,2,5,2,193,Not Possible,Entire home/apt,0.72138114,125
13740,52.41307767,4.946082904,4.918221896,6,1,2,13,2,15,2,0,Not Possible,Private room,0.766961709,99
632,52.37967768,4.877889176,1.462277888,6,1,3,2,2,2,2,18,Not Possible,Entire home/apt,0.833073523,259
1604,52.37865799,4.85668312,2.900395577,6,1,3,1,2,1,2,1,Possible,Entire home/apt,0.720393951,90
3408,52.38993806,4.890004726,1.354833327,6,1,3,1,2,1,2,15,Not Possible,Entire home/apt,0.832688312,99
4577,52.36558579,4.874510082,2.267987873,6,1,3,1,2,2,2,50,Not Possible,Entire home/apt,0.836150727,190
7471,52.34953363,4.941503696,4.36012445,6,1,3,1,2,1,2,11,Not Possible,Entire home/apt,0.776831947,397
8640,52.38031416,4.840762688,3.981644041,6,1,3,1,2,1,2,24,Not Possible,Entire home/apt,0.866650643,150
13356,52.36178617,4.821954405,5.601066438,6,1,3,1,2,1,2,17,Not Possible,Entire home/apt,0.998832024,90
13601,52.36552939,4.874222593,2.286721579,6,1,3,2,2,2,2,33,Not Possible,Private room,0.954785387,120
9521,52.34219505,4.91447817,4.235882163,7,1,2,1,2,1,2,18,Not Possible,Entire home/apt,0.77617485,200
3026,52.35308731,4.910087196,2.989320621,7,1,3,2,2,3,2,0,Not Possible,Entire home/apt,0.768878282,275
5139,52.39091553,4.940190377,3.056252974,7,1,3,5,2,5,2,183,Not Possible,Entire home/apt,0.937677985,115
5300,52.3582044,4.903126617,2.345358274,8,1,3,1,2,2,2,27,Not Possible,Entire home/apt,0.765462844,350
2125,52.37199434,4.879959293,1.544068091,2,1,0,91,3,103,2,35,Possible,Entire home/apt,0.740214412,150
5302,52.38193901,4.848652274,3.457968168,2,1,1,1,3,1,2,0,Not Possible,Entire home/apt,0.784531693,79
6331,52.35168099,4.900560396,3.05779148,2,1,1,1,3,1,2,24,Not Possible,Entire home/apt,0.729516355,129
13145,52.37165079,4.901609423,0.850620477,2,1,1,3,3,3,2,72,Possible,Private room,0.848271442,98
14785,52.35899207,4.896324305,2.254262852,2,1,1,1,3,1,2,14,Not Possible,Entire home/apt,0.711391668,225
8995,52.38893531,4.949286972,3.550786986,2,1,2,1,3,1,2,1,Not Possible,Entire home/apt,0.897778729,90
9364,52.35095552,4.891031772,3.188795568,3,1,0,1,3,1,2,32,Not Possible,Private room,0.708263964,119
254,52.37069425,4.86619991,2.444084011,3,1,1,1,3,1,2,5,Not Possible,Entire home/apt,0.765382897,133
